"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2018년 01월 28일","927,000","927,000","927,000","927,000","-","400.00%"
"2018년 01월 26일","185,400","182,600","185,800","182,000","556.79K","1.53%"
"2018년 01월 25일","182,600","175,600","184,400","173,400","845.52K","3.99%"
"2018년 01월 24일","175,600","177,800","177,800","174,000","590.52K","-1.24%"
"2018년 01월 23일","177,800","179,800","179,800","176,800","395.55K","-0.45%"
"2018년 01월 22일","178,600","176,800","178,600","176,400","377.48K","-79.73%"
"2018년 01월 21일","881,000","881,000","881,000","881,000","-","400.00%"
"2018년 01월 19일","176,200","181,000","181,400","176,000","502.48K","-2.44%"
"2018년 01월 18일","180,600","178,600","181,200","178,600","450.44K","1.69%"
"2018년 01월 17일","177,600","180,600","181,200","177,600","534.96K","-1.66%"
"2018년 01월 16일","180,600","183,800","184,800","178,600","468.21K","-1.95%"
"2018년 01월 15일","184,200","183,400","185,000","182,200","295.94K","-79.74%"
"2018년 01월 14일","909,000","909,000","909,000","909,000","-","400.00%"
"2018년 01월 12일","181,800","184,000","186,000","180,200","446.89K","-0.87%"
"2018년 01월 11일","183,400","185,600","186,800","181,800","467.69K","-1.19%"
"2018년 01월 10일","185,600","188,600","195,000","185,400","581.43K","-1.69%"
"2018년 01월 09일","188,800","188,800","190,400","186,600","370.79K","-0.63%"
"2018년 01월 08일","190,000","183,000","190,600","181,600","955.33K","4.63%"
"2018년 01월 05일","181,600","178,600","183,600","176,000","683.71K","1.68%"
"2018년 01월 04일","178,600","175,800","179,400","174,600","649.63K","2.53%"
"2018년 01월 03일","174,200","175,200","176,800","172,800","423.59K","-1.58%"
"2018년 01월 02일","177,000","174,200","177,000","174,000","385.39K","-79.66%"
"2018년 01월 01일","870,000","870,000","870,000","870,000","-","400.00%"
