"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2019년 01월 13일","0.10112","0.10469","0.11104","0.09958","13.31M","-3.41%"
"2019년 01월 12일","0.10469","0.10393","0.10518","0.10326","5.60M","0.74%"
"2019년 01월 11일","0.10393","0.10635","0.10739","0.10244","6.99M","-2.28%"
"2019년 01월 10일","0.10635","0.12251","0.12755","0.10178","18.81M","-13.19%"
"2019년 01월 09일","0.12251","0.12176","0.12320","0.12019","6.93M","0.74%"
"2019년 01월 08일","0.12161","0.12249","0.12461","0.11841","7.70M","-0.72%"
"2019년 01월 07일","0.12249","0.11903","0.12410","0.11875","9.03M","2.91%"
"2019년 01월 06일","0.11903","0.11181","0.11999","0.11096","7.44M","6.45%"
"2019년 01월 05일","0.11181","0.11324","0.11437","0.11146","7.45M","-1.26%"
"2019년 01월 04일","0.11324","0.11161","0.11392","0.11036","5.79M","1.46%"
"2019년 01월 03일","0.11161","0.11704","0.11716","0.11072","5.68M","-4.64%"
"2019년 01월 02일","0.11704","0.11365","0.11803","0.11200","7.05M","2.98%"
"2019년 01월 01일","0.11365","0.10998","0.11373","0.10911","5.44M","3.34%"
"2018년 12월 31일","0.10998","0.11563","0.11632","0.10917","7.39M","-4.89%"
"2018년 12월 30일","0.11563","0.11422","0.11727","0.11280","6.55M","1.06%"
"2018년 12월 29일","0.11442","0.11920","0.12049","0.11441","9.33M","-4.01%"
"2018년 12월 28일","0.11920","0.10759","0.12141","0.10716","13.57M","10.79%"
"2018년 12월 27일","0.10759","0.11897","0.11918","0.10673","9.13M","-9.61%"
"2018년 12월 26일","0.11903","0.11877","0.12322","0.11340","8.78M","0.22%"
"2018년 12월 25일","0.11877","0.13059","0.13136","0.11506","13.13M","-9.05%"
"2018년 12월 24일","0.13059","0.12476","0.14184","0.12476","25.88M","4.72%"
"2018년 12월 23일","0.12470","0.12020","0.12744","0.11935","13.79M","3.75%"
"2018년 12월 22일","0.12020","0.11839","0.12184","0.11509","8.50M","1.52%"
"2018년 12월 21일","0.11839","0.12432","0.13294","0.11492","18.47M","-4.77%"
"2018년 12월 20일","0.12432","0.11220","0.12551","0.11081","13.42M","10.80%"
"2018년 12월 19일","0.11220","0.11350","0.12638","0.11176","16.62M","-1.14%"
"2018년 12월 18일","0.11350","0.10872","0.11370","0.10467","9.86M","4.39%"
"2018년 12월 17일","0.10872","0.09583","0.11229","0.09572","13.98M","13.46%"
"2018년 12월 16일","0.09583","0.09477","0.10055","0.09472","8.18M","0.99%"
"2018년 12월 15일","0.09489","0.09648","0.09869","0.09189","10.36M","-1.65%"
"2018년 12월 14일","0.09648","0.10466","0.10503","0.09427","11.59M","-7.81%"
"2018년 12월 13일","0.10466","0.11244","0.11248","0.10292","8.19M","-6.92%"
"2018년 12월 12일","0.11244","0.11092","0.11522","0.11064","7.14M","0.45%"
"2018년 12월 11일","0.11194","0.11567","0.11713","0.11077","8.02M","-3.22%"
"2018년 12월 10일","0.11567","0.12129","0.12300","0.11333","8.82M","-4.64%"
"2018년 12월 09일","0.12129","0.11658","0.12522","0.11478","9.32M","4.04%"
"2018년 12월 08일","0.11658","0.11507","0.12396","0.11039","18.32M","1.31%"
"2018년 12월 07일","0.11507","0.11905","0.11905","0.10601","25.62M","-3.34%"
"2018년 12월 06일","0.11905","0.13385","0.13872","0.11882","16.66M","-11.06%"
"2018년 12월 05일","0.13385","0.14701","0.14726","0.13333","8.61M","-8.95%"
"2018년 12월 04일","0.14701","0.14969","0.15492","0.14391","9.96M","-1.79%"
"2018년 12월 03일","0.14969","0.16049","0.16175","0.14849","12.91M","-6.73%"
"2018년 12월 02일","0.16049","0.16469","0.16802","0.15955","8.59M","-2.55%"
"2018년 12월 01일","0.16469","0.15946","0.16979","0.15749","12.71M","3.28%"
"2018년 11월 30일","0.15946","0.16473","0.17387","0.15280","16.33M","-3.20%"
"2018년 11월 29일","0.16473","0.16095","0.17290","0.15377","14.31M","2.35%"
"2018년 11월 28일","0.16095","0.14683","0.16726","0.14633","16.60M","9.62%"
"2018년 11월 27일","0.14683","0.14875","0.15016","0.13917","15.42M","-1.29%"
"2018년 11월 26일","0.14875","0.16665","0.17042","0.14106","16.27M","-10.75%"
"2018년 11월 25일","0.16666","0.16100","0.16711","0.13841","18.80M","3.67%"
"2018년 11월 24일","0.16076","0.18395","0.18874","0.15306","13.96M","-12.61%"
"2018년 11월 23일","0.18395","0.18681","0.19118","0.17709","14.95M","-1.53%"
"2018년 11월 22일","0.18681","0.20632","0.20835","0.18681","11.03M","-9.45%"
"2018년 11월 21일","0.20632","0.19771","0.21335","0.18823","14.28M","4.35%"
"2018년 11월 20일","0.19771","0.22747","0.23483","0.18313","30.63M","-13.08%"
"2018년 11월 19일","0.22747","0.25257","0.25277","0.22571","15.91M","-9.94%"
"2018년 11월 18일","0.25257","0.24825","0.25778","0.24757","7.90M","1.74%"
"2018년 11월 17일","0.24825","0.24115","0.25009","0.23500","8.15M","2.95%"
"2018년 11월 16일","0.24115","0.24502","0.25146","0.23662","11.56M","-1.58%"
"2018년 11월 15일","0.24502","0.24062","0.24978","0.21639","19.59M","1.86%"
"2018년 11월 14일","0.24055","0.26113","0.26132","0.22396","23.54M","-7.88%"
"2018년 11월 13일","0.26113","0.27102","0.27411","0.25903","9.58M","-3.64%"
"2018년 11월 12일","0.27100","0.27687","0.28643","0.26951","12.18M","-2.12%"
"2018년 11월 11일","0.27687","0.26448","0.27928","0.26317","15.68M","4.69%"
"2018년 11월 10일","0.26448","0.25828","0.26511","0.25751","5.83M","2.43%"
"2018년 11월 09일","0.25821","0.25726","0.26733","0.25400","9.72M","0.31%"
"2018년 11월 08일","0.25742","0.25797","0.26790","0.25014","11.96M","-0.21%"
"2018년 11월 07일","0.25797","0.26820","0.26869","0.25398","9.78M","-3.83%"
"2018년 11월 06일","0.26823","0.24856","0.27009","0.24835","12.89M","7.92%"
"2018년 11월 05일","0.24856","0.24556","0.24878","0.24267","6.88M","1.22%"
"2018년 11월 04일","0.24556","0.23675","0.24947","0.23626","10.89M","3.74%"
"2018년 11월 03일","0.23670","0.23795","0.24294","0.23573","7.06M","-0.53%"
"2018년 11월 02일","0.23797","0.22619","0.24200","0.22605","7.17M","5.21%"
"2018년 11월 01일","0.22619","0.22682","0.22731","0.22370","6.17M","-0.28%"
"2018년 10월 31일","0.22682","0.22418","0.22720","0.21895","8.17M","1.12%"
"2018년 10월 30일","0.22431","0.22343","0.22804","0.22324","6.20M","0.39%"
"2018년 10월 29일","0.22343","0.23490","0.23586","0.22283","8.09M","-4.87%"
"2018년 10월 28일","0.23487","0.23102","0.23766","0.23059","7.96M","1.64%"
"2018년 10월 27일","0.23109","0.23669","0.23712","0.23050","6.38M","-2.37%"
"2018년 10월 26일","0.23669","0.23883","0.23946","0.23430","7.06M","-0.90%"
"2018년 10월 25일","0.23883","0.24115","0.24209","0.23698","7.18M","-1.01%"
"2018년 10월 24일","0.24128","0.24549","0.24659","0.24080","3.78M","-1.74%"
"2018년 10월 23일","0.24556","0.24762","0.25198","0.24305","4.73M","-0.83%"
"2018년 10월 22일","0.24762","0.24697","0.25017","0.24284","4.49M","0.29%"
"2018년 10월 21일","0.24691","0.25066","0.25421","0.24654","3.29M","-1.50%"
"2018년 10월 20일","0.25066","0.24964","0.25804","0.24719","4.68M","0.41%"
"2018년 10월 19일","0.24964","0.24492","0.25200","0.23947","7.31M","1.93%"
"2018년 10월 18일","0.24492","0.24826","0.25377","0.23524","6.74M","-1.34%"
"2018년 10월 17일","0.24826","0.23559","0.25200","0.23381","8.34M","5.38%"
"2018년 10월 16일","0.23559","0.22845","0.23634","0.22676","4.76M","3.12%"
"2018년 10월 15일","0.22845","0.21097","0.24472","0.20967","16.58M","8.29%"
"2018년 10월 14일","0.21097","0.21669","0.21933","0.21017","3.30M","-2.64%"
"2018년 10월 13일","0.21669","0.21611","0.21983","0.21526","3.41M","0.27%"
"2018년 10월 12일","0.21611","0.20722","0.22114","0.20644","4.79M","4.29%"
"2018년 10월 11일","0.20722","0.24270","0.24294","0.20686","13.52M","-14.62%"
