"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2018년 04월 23일","165.24","166.83","166.92","164.09","36.52M","-0.29%"
"2018년 04월 20일","165.72","170.59","171.22","165.43","65.49M","-4.10%"
"2018년 04월 19일","172.80","174.95","175.39","172.66","34.81M","-2.83%"
"2018년 04월 18일","177.84","177.81","178.82","176.88","20.75M","-0.22%"
"2018년 04월 17일","178.24","176.49","178.94","176.41","26.61M","1.38%"
"2018년 04월 16일","175.82","175.03","176.19","174.83","21.58M","0.62%"
"2018년 04월 13일","174.73","174.78","175.84","173.85","25.12M","0.34%"
"2018년 04월 12일","174.14","173.41","175.00","173.04","22.89M","0.99%"
"2018년 04월 11일","172.44","172.23","173.92","171.70","22.43M","-0.47%"
"2018년 04월 10일","173.25","173.00","174.00","171.53","28.61M","1.88%"
"2018년 04월 09일","170.05","169.88","173.09","169.84","29.02M","0.99%"
"2018년 04월 06일","168.38","170.97","172.48","168.20","35.01M","-2.56%"
"2018년 04월 05일","172.80","172.58","174.23","172.08","26.93M","0.69%"
"2018년 04월 04일","171.61","164.88","172.01","164.77","34.61M","1.91%"
"2018년 04월 03일","168.39","167.64","168.75","164.88","30.28M","1.03%"
"2018년 04월 02일","166.68","167.88","168.94","164.47","37.59M","-0.66%"
"2018년 03월 29일","167.78","167.81","171.75","166.90","38.40M","0.78%"
"2018년 03월 28일","166.48","167.25","170.02","165.19","41.67M","-1.10%"
"2018년 03월 27일","168.34","173.68","175.15","166.92","40.92M","-2.56%"
"2018년 03월 26일","172.77","168.07","173.10","166.44","37.54M","4.75%"
"2018년 03월 23일","164.94","168.39","169.92","164.94","41.03M","-2.32%"
"2018년 03월 22일","168.85","170.00","172.68","168.60","41.49M","-1.41%"
"2018년 03월 21일","171.27","175.04","175.09","171.26","37.05M","-2.27%"
"2018년 03월 20일","175.24","175.24","176.80","174.94","19.65M","-0.03%"
"2018년 03월 19일","175.30","177.32","177.47","173.66","33.45M","-1.53%"
